lora_id,k,ablate_scale,step_mode,top_mean_latents_mse,random_mean_latents_mse,mean_diff_top_minus_random,bootstrap_mean_diff,bootstrap_ci_low,bootstrap_ci_high,num_top_runs,num_random_runs
character_3,16,0.0,last,0.040374755859375,0.001273512840270996,0.039101243019104004,0.03903964751958847,0.03544425964355469,0.04255157709121704,2,4
character_3,16,0.5,last,0.01007843017578125,0.000319749116897583,0.009758681058883667,0.009743280738592148,0.008842945098876953,0.010621994733810425,2,4
object_2,16,0.0,last,0.037567138671875,0.0004609823226928711,0.03710615634918213,0.03705938643217087,0.03475618362426758,0.03945237398147583,2,4
object_2,16,0.5,last,0.00936126708984375,0.00011518597602844238,0.009246081113815308,0.009234542042016984,0.008666574954986572,0.009824812412261963,2,4
